,time,SOA,O2C
579,0.9667,40.6491,0.37778
580,0.9683,40.6758,0.37777
581,0.97,40.7025,0.37776
582,0.9717,40.7291,0.37776
583,0.9733,40.7556,0.37775
584,0.975,40.7821,0.37774
585,0.9767,40.8084,0.37773
586,0.9783,40.8347,0.37772
587,0.98,40.8609,0.37771
588,0.9817,40.8871,0.37771
589,0.9833,40.9131,0.3777
590,0.985,40.9391,0.37769
591,0.9867,40.965,0.37768
592,0.9883,40.9909,0.37767
593,0.99,41.0167,0.37767
594,0.9917,41.0424,0.37766
595,0.9933,41.068,0.37765
596,0.995,41.0936,0.37764000000000003
597,0.9967,41.119,0.37763
598,0.9983,41.1445,0.37763
599,1.0,41.1698,0.37761999999999996
600,1.0017,41.1951,0.37761
601,1.0033,41.2203,0.3776
602,1.005,41.2454,0.3776
603,1.0067,41.2705,0.37759000000000004
604,1.0083,41.2955,0.37758
605,1.01,41.3204,0.37756999999999996
606,1.0117,41.3453,0.37756
607,1.0133,41.37,0.37756
608,1.015,41.3948,0.37755
609,1.0167,41.4194,0.37754
610,1.0183,41.444,0.37753000000000003
611,1.02,41.4685,0.37753000000000003
612,1.0217,41.493,0.37751999999999997
613,1.0233,41.5174,0.37751
614,1.025,41.5417,0.3775
615,1.0267,41.5659,0.3775
616,1.0283,41.5901,0.37749
617,1.03,41.6142,0.37748000000000004
618,1.0317,41.6383,0.37746999999999997
619,1.0333,41.6623,0.37746999999999997
620,1.035,41.6862,0.37746
621,1.0367,41.71,0.37745
622,1.0383,41.7338,0.37744
623,1.04,41.7576,0.37744
624,1.0417,41.7812,0.37743000000000004
625,1.0433,41.8048,0.37742
626,1.045,41.8284,0.37742
627,1.0467,41.8518,0.37740999999999997
628,1.0483,41.8752,0.3774
629,1.05,41.8986,0.37739
630,1.0517,41.9219,0.37739
631,1.0533,41.9451,0.37738
632,1.055,41.9683,0.37737
633,1.0567,41.9914,0.37737
634,1.0583,42.0144,0.37736
635,1.06,42.0374,0.37735
636,1.0617,42.0603,0.37735
637,1.0633,42.0832,0.37734
638,1.065,42.106,0.37733
639,1.0667,42.1287,0.37732
640,1.0683,42.1514,0.37732
641,1.07,42.174,0.37731
642,1.0717,42.1965,0.3773
643,1.0733,42.219,0.3773
644,1.075,42.2415,0.37729
645,1.0767,42.2639,0.37728
646,1.0783,42.2862,0.37728
647,1.08,42.3085,0.37727
648,1.0817,42.3307,0.37726
649,1.0833,42.3528,0.37726
650,1.085,42.3749,0.37725
651,1.0867,42.3969,0.37724
652,1.0883,42.4189,0.37724
653,1.09,42.4408,0.37723
654,1.0917,42.4627,0.37722
655,1.0933,42.4845,0.37722
656,1.095,42.5062,0.37721
657,1.0967,42.5279,0.3772
658,1.0983,42.5496,0.3772
659,1.1,42.5712,0.37719
660,1.1017,42.5927,0.37718
661,1.1033,42.6142,0.37718
662,1.105,42.6356,0.37717
663,1.1067,42.6569,0.37716
664,1.1083,42.6782,0.37716
665,1.11,42.6995,0.37715
666,1.1117,42.7207,0.37715
667,1.1133,42.7418,0.37714000000000003
668,1.115,42.7629,0.37713
669,1.1167,42.784,0.37713
670,1.1183,42.805,0.37711999999999996
671,1.12,42.8259,0.37711
672,1.1217,42.8468,0.37711
673,1.1233,42.8676,0.3771
674,1.125,42.8884,0.3771
675,1.1267,42.9091,0.37709000000000004
676,1.1283,42.9298,0.37708
677,1.13,42.9504,0.37708
678,1.1317,42.971,0.37706999999999996
679,1.1333,42.9915,0.37706
680,1.135,43.0119,0.37706
681,1.1367,43.0324,0.37705
682,1.1383,43.0527,0.37705
683,1.14,43.073,0.37704
684,1.1417,43.0933,0.37703000000000003
685,1.1433,43.1135,0.37703000000000003
686,1.145,43.1337,0.37701999999999997
687,1.1467,43.1538,0.37701999999999997
688,1.1483,43.1738,0.37701
689,1.15,43.1938,0.377
690,1.1517,43.2138,0.377
691,1.1533,43.2337,0.37699
692,1.155,43.2536,0.37699
693,1.1567,43.2734,0.37698000000000004
694,1.1583,43.2932,0.37696999999999997
695,1.16,43.3129,0.37696999999999997
696,1.1617,43.3326,0.37696
697,1.1633,43.3522,0.37696
698,1.165,43.3718,0.37695
699,1.1667,43.3913,0.37695
700,1.1683,43.4108,0.37694
701,1.17,43.4302,0.37693000000000004
702,1.1717,43.4496,0.37693000000000004
703,1.1733,43.4689,0.37692
704,1.175,43.4882,0.37692
705,1.1767,43.5075,0.37690999999999997
706,1.1783,43.5267,0.37690999999999997
707,1.18,43.5458,0.3769
708,1.1817,43.5649,0.37689
709,1.1833,43.584,0.37689
710,1.185,43.603,0.37688
711,1.1867,43.622,0.37688
712,1.1883,43.6409,0.37687
713,1.19,43.6598,0.37687
714,1.1917,43.6786,0.37686
715,1.1933,43.6974,0.37686
716,1.195,43.7162,0.37685
717,1.1967,43.7349,0.37684
718,1.1983,43.7535,0.37684
719,1.2,43.7721,0.37683
720,1.2017,43.7907,0.37683
721,1.2033,43.8092,0.37682
722,1.205,43.8277,0.37682
723,1.2067,43.8462,0.37681
724,1.2083,43.8646,0.37681
725,1.21,43.8829,0.3768
726,1.2117,43.9012,0.3768
727,1.2133,43.9195,0.37679
728,1.215,43.9377,0.37679
729,1.2167,43.9559,0.37678
730,1.2183,43.974,0.37677
731,1.22,43.9921,0.37677
732,1.2217,44.0102,0.37676
733,1.2233,44.0282,0.37676
734,1.225,44.0462,0.37675
735,1.2267,44.0641,0.37675
736,1.2283,44.082,0.37674
737,1.23,44.0998,0.37674
738,1.2317,44.1176,0.37673
739,1.2333,44.1354,0.37673
740,1.235,44.1531,0.37672
741,1.2367,44.1708,0.37672
742,1.2383,44.1884,0.37671
743,1.24,44.206,0.37671
744,1.2417,44.2236,0.3767
745,1.2433,44.2411,0.3767
746,1.245,44.2586,0.37669
747,1.2467,44.276,0.37669
748,1.2483,44.2934,0.37668
749,1.25,44.3108,0.37668
750,1.2517,44.3281,0.37667
751,1.2533,44.3454,0.37667
752,1.255,44.3626,0.37666
753,1.2567,44.3798,0.37666
754,1.2583,44.397,0.37665
755,1.26,44.4141,0.37665
756,1.2617,44.4312,0.37664000000000003
757,1.2633,44.4482,0.37664000000000003
758,1.265,44.4653,0.37663
759,1.2667,44.4822,0.37663
760,1.2683,44.4992,0.37661999999999995
761,1.27,44.5161,0.37661999999999995
762,1.2717,44.5329,0.37661
763,1.2733,44.5497,0.37661
764,1.275,44.5665,0.3766
765,1.2767,44.5833,0.3766
766,1.2783,44.6,0.37659000000000004
767,1.28,44.6166,0.37659000000000004
768,1.2817,44.6333,0.37659000000000004
769,1.2833,44.6499,0.37658
770,1.285,44.6664,0.37658
771,1.2867,44.6829,0.37656999999999996
772,1.2883,44.6994,0.37656999999999996
773,1.29,44.7159,0.37656
774,1.2917,44.7323,0.37656
775,1.2933,44.7487,0.37655
776,1.295,44.765,0.37655
777,1.2967,44.7813,0.37654
778,1.2983,44.7976,0.37654
779,1.3,44.8138,0.37653000000000003
780,1.3017,44.83,0.37653000000000003
781,1.3033,44.8462,0.37651999999999997
782,1.305,44.8623,0.37651999999999997
783,1.3067,44.8784,0.37651999999999997
784,1.3083,44.8945,0.37651
785,1.31,44.9105,0.37651
786,1.3117,44.9265,0.3765
787,1.3133,44.9424,0.3765
788,1.315,44.9583,0.37649
789,1.3167,44.9742,0.37649
790,1.3183,44.9901,0.37648000000000004
791,1.32,45.0059,0.37648000000000004
